date,percent_vaccinated-um,count_waiting-um,waiting-date,percent_waiting-um,washtenaw-date,num_doses-washtenaw,population-washtenaw,percent_vaccinated-washtenaw
"July 26, 2021",0.7916595744680852,519,"July 26, 2021",0.0110425531914894,"July 31, 2021",210292,323860,0.6493299573889952
