date,percent_vaccinated-um,count_waiting-um,waiting-date,percent_waiting-um,washtenaw-date,num_doses-washtenaw,population-washtenaw,percent_vaccinated-washtenaw
"July 26, 2021",0.7872340425531916,550,"July 26, 2021",0.0117021276595745,"July 24, 2021",209773,323860,0.6477274130797258
